route,stopid,progr_number,stop_name
25a,4627,5,St Finnian's
31b,693,69,St Fintan's Church
31a,684,72,St Fintan's Grove
31b,684,72,St Fintan's Grove
31a,696,9,St Fintan's NS
31a,719,66,St Fintan's NS
31b,696,9,St Fintan's NS
31b,719,66,St Fintan's NS
31a,699,12,St Fintan's Road
31a,716,63,St Fintan's Road
31b,699,12,St Fintan's Road
31b,716,63,St Fintan's Road
84,3118,8,St Fintan's Villas
84,3160,80,St Fintan's Villas
84a,3118,8,St Fintan's Villas
84a,3160,80,St Fintan's Villas
31,548,37,St Fintans High Sch
31,586,19,St Fintans High Sch
31a,548,37,St Fintans High Sch
31a,586,19,St Fintans High Sch
31b,548,37,St Fintans High Sch
31b,586,19,St Fintans High Sch
130,1771,32,St Gabriel's Road
4,4705,54,St Helen's Road
7,4705,54,St Helen's Road
7a,4705,54,St Helen's Road
7d,4705,54,St Helen's Road
84a,4705,54,St Helen's Road
40,1595,62,St Helena's Drive
40,1594,61,St Helena's Road
40,1606,16,St Helena's Road
13,1942,45,St James Hospital
40,1942,45,St James Hospital
145,4127,73,St James's Church
145,4203,8,St James's Church
155,4127,73,St James's Church
155,4203,8,St James's Church
84,4127,73,St James's Church
84,4203,8,St James's Church
84a,4127,73,St James's Church
84a,4203,8,St James's Church
123,4515,21,St James's Dental
123,4514,20,St James's Hospital
123,4516,27,St James's Hospital
9,2454,61,St James's Road
9,2458,2,St James's Road
32,3624,1,St James's Terrace
145,2013,50,St John of Gods
155,2013,50,St John of Gods
46a,2013,50,St John of Gods
27b,1239,29,St John of Gods NS
1,381,32,St John's Church
47,381,32,St John's Church
7a,3080,34,St John's Church
84,3080,34,St John's Church
84a,3080,34,St John's Church
69,2163,37,St John's Close
13,4667,35,St John's Estate
13,4672,28,St John's Estate
51d,4667,35,St John's Estate
51d,4672,28,St John's Estate
69,4667,35,St John's Estate
69,4672,28,St John's Estate
69,4535,25,St John's Green
69,2168,38,St John's Lawn
1,380,21,St John's Road
1,382,33,St John's Road
47,380,21,St John's Road
47,382,33,St John's Road
69,2162,36,St John's Road
69,2169,26,St John's Road
11,907,50,St Johns Ambulance
116,907,50,St Johns Ambulance
118,907,50,St Johns Ambulance
145,907,50,St Johns Ambulance
155,907,50,St Johns Ambulance
46a,907,50,St Johns Ambulance
46e,907,50,St Johns Ambulance
7b,907,50,St Johns Ambulance
7d,907,50,St Johns Ambulance
15,1085,20,St Joseph's BNS
15a,1085,20,St Joseph's BNS
65,1085,20,St Joseph's BNS
65b,1085,20,St Joseph's BNS
7d,3049,43,St Joseph's Church
7d,3066,15,St Joseph's Church
39,1891,61,St Joseph's Hospital
39,1893,11,St Joseph's Hospital
13,4665,33,St Joseph's NS
51d,4665,33,St Joseph's NS
69,4665,33,St Joseph's NS
13,11,46,St Joseph's Parade
40,11,46,St Joseph's Parade
40b,11,46,St Joseph's Parade
40d,11,46,St Joseph's Parade
9,2461,6,St Joseph's Road
27a,643,13,St Josephs Hospital
150,4578,16,St Jude's GAA Club
54a,4578,16,St Jude's GAA Club
65,4052,11,St Kevin's College
84,4288,31,St Kevin's NS
7a,3208,46,St Kevin's School
84,4217,58,St Kevin's School
9,2456,63,St Killian's Avenue
9,2459,4,St Killian's Avenue
56a,2765,15,St Killian's Church
56a,2739,40,St Killian's School
145,3133,64,St Laurence College
145,3146,19,St Laurence College
155,3133,64,St Laurence College
155,3146,19,St Laurence College
84,3133,64,St Laurence College
84,3146,19,St Laurence College
84a,3133,64,St Laurence College
84a,3146,19,St Laurence College
130,1736,25,St Lawrence Road
130,1742,15,St Lawrence Road
29a,527,15,St Lawrence Road
31,527,15,St Lawrence Road
31a,527,15,St Lawrence Road
31b,527,15,St Lawrence Road
32,527,15,St Lawrence Road
25,2215,20,St Loman's Hospital
25a,2215,20,St Loman's Hospital
25b,2215,20,St Loman's Hospital
25d,2215,20,St Loman's Hospital
25x,2215,20,St Loman's Hospital
66,2215,20,St Loman's Hospital
66a,2215,20,St Loman's Hospital
66b,2215,20,St Loman's Hospital
66e,2215,20,St Loman's Hospital
66x,2215,20,St Loman's Hospital
67,2215,20,St Loman's Hospital
67x,2215,20,St Loman's Hospital
151,2312,13,St Luke's Avenue
151,2382,38,St Luke's Avenue
27,2312,13,St Luke's Avenue
27,2382,38,St Luke's Avenue
56a,2312,13,St Luke's Avenue
56a,2382,38,St Luke's Avenue
77a,2312,13,St Luke's Avenue
77a,2382,38,St Luke's Avenue
77x,2382,38,St Luke's Avenue
27b,1251,23,St Luke's Church
77a,2605,25,St Maelruan's Park
77a,2616,48,St Maelruan's Park
40,1596,63,St Malachy's NS
40,1608,18,St Malachy's NS
40b,6162,4,St Margaret's
40b,7023,19,St Margaret's Church
40b,7022,5,St Margaret's NS
140,1560,37,St Margaret's Road
140,6219,61,St Margaret's Road
140,7277,2,St Margaret's Road
40b,1560,37,St Margaret's Road
83,6219,61,St Margaret's Road
83a,6219,61,St Margaret's Road
9,6219,61,St Margaret's Road
40,2123,13,St Mark's Avenue
56a,2747,48,St Mark's GAA Club
56a,2751,7,St Mark's GAA Club
40,2682,77,St Mark's Grove
56a,2746,47,St Mark's School
56a,2752,8,St Mark's School
49,4878,41,St Martin De Porres
49,4880,19,St Martin De Porres
65b,4878,41,St Martin De Porres
65b,4880,19,St Martin De Porres
77x,4880,19,St Martin De Porres
40,2718,21,St Mary's Avenue
79,2718,21,St Mary's Avenue
79a,2718,21,St Mary's Avenue
25x,3365,35,St Mary's Church
25x,3374,32,St Mary's Church
44,2835,25,St Mary's Church
44,3466,58,St Mary's Church
66,3365,35,St Mary's Church
66,3374,32,St Mary's Church
66,3958,47,St Mary's Church
66a,3365,35,St Mary's Church
66a,3374,32,St Mary's Church
66b,3365,35,St Mary's Church
66b,3374,32,St Mary's Church
66b,3958,47,St Mary's Church
66e,3365,35,St Mary's Church
66e,3374,32,St Mary's Church
66e,3958,47,St Mary's Church
66x,3958,47,St Mary's Church
67,3365,35,St Mary's Church
67,3374,32,St Mary's Church
14,1018,9,St Mary's College
14,1071,77,St Mary's College
140,1018,9,St Mary's College
140,1071,77,St Mary's College
142,1018,9,St Mary's College
142,1071,77,St Mary's College
14c,1071,77,St Mary's College
15,1018,9,St Mary's College
15,1071,77,St Mary's College
15a,1018,9,St Mary's College
15a,1071,77,St Mary's College
15b,1018,9,St Mary's College
15b,1071,77,St Mary's College
15d,1018,9,St Mary's College
15d,1071,77,St Mary's College
65,1018,9,St Mary's College
65,1071,77,St Mary's College
65b,1018,9,St Mary's College
65b,1071,77,St Mary's College
83,1018,9,St Mary's College
83,1071,77,St Mary's College
83a,1018,9,St Mary's College
83a,1071,77,St Mary's College
25,2195,18,St Mary's Hospital
25,2247,23,St Mary's Hospital
26,2195,18,St Mary's Hospital
26,2247,23,St Mary's Hospital
66,2195,18,St Mary's Hospital
66,2247,23,St Mary's Hospital
66a,2195,18,St Mary's Hospital
66a,2247,23,St Mary's Hospital
66b,2195,18,St Mary's Hospital
66b,2247,23,St Mary's Hospital
66e,2195,18,St Mary's Hospital
66e,2247,23,St Mary's Hospital
67,2195,18,St Mary's Hospital
67,2247,23,St Mary's Hospital
29a,924,42,St Mary's NS
120,489,55,St Mary's Rd South
4,489,55,St Mary's Rd South
7,489,55,St Mary's Rd South
7a,489,55,St Mary's Rd South
7d,489,55,St Mary's Rd South
150,2317,22,St Mary's Road
150,2331,18,St Mary's Road
151,7043,26,St Mary's Road
27,7043,26,St Mary's Road
53,2258,13,St Mary's Road
53,2282,10,St Mary's Road
56a,7043,26,St Mary's Road
77a,7043,26,St Mary's Road
53,2281,9,St Mary's Road North
16,1329,35,St Mary's School
16c,1329,35,St Mary's School
61,1329,35,St Mary's School
33,3777,65,St Maur's Church
33x,3777,65,St Maur's Church
9,2446,3,St Mel's Avenue
46a,2041,3,St Michael's Hosp
7,2041,3,St Michael's Hosp
7a,2041,3,St Michael's Hosp
7d,2041,3,St Michael's Hosp
83,1616,31,St Michan's Church
83a,1616,31,St Michan's Church
42,1211,34,St Nicholas NS
11,31,62,St Pappin's Road
11,6122,1,St Pappin's Road
38,1822,45,St Patrick's Church
38a,1822,45,St Patrick's Church
38b,1822,45,St Patrick's Church
1,7603,47,St Patrick's College
11,7603,47,St Patrick's College
13,7603,47,St Patrick's College
16,7603,47,St Patrick's College
16c,7603,47,St Patrick's College
33,7603,47,St Patrick's College
41,7603,47,St Patrick's College
41a,7603,47,St Patrick's College
41b,7603,47,St Patrick's College
41c,7603,47,St Patrick's College
44,7603,47,St Patrick's College
44,3473,48,St Patrick's Park
47,3473,48,St Patrick's Park
40,841,31,St Patrick's Road
40b,841,31,St Patrick's Road
40d,841,31,St Patrick's Road
25d,2225,24,St Patricks Church
40,2119,10,St Peter School
46a,814,8,St Peter's Church
70,3351,45,St Peter's College
70,3352,3,St Peter's College
70d,3351,45,St Peter's College
70d,3352,3,St Peter's College
9,2452,59,St Peter's Road
9,2463,8,St Peter's Road
15a,1108,3,St Peter's School
40,2712,57,St Raphael's NS
40,2713,24,St Raphael's NS
11,4779,38,St Raphaela's Road
11,5045,15,St Raphaela's Road
116,4779,38,St Raphaela's Road
116,5045,15,St Raphaela's Road
47,4779,38,St Raphaela's Road
47,5045,15,St Raphaela's Road
32,942,44,St Rita's House
32,945,16,St Rita's House
32x,942,44,St Rita's House
32x,945,16,St Rita's House
13,2145,83,St Ronan's
51d,2145,83,St Ronan's
51x,2145,83,St Ronan's
40,4797,73,St Ronan's Avenue
142,3583,46,St Sylvesters School
142,3636,14,St Sylvesters School
32x,3583,46,St Sylvesters School
32x,3636,14,St Sylvesters School
42,3583,46,St Sylvesters School
42,3636,14,St Sylvesters School
42d,3583,46,St Sylvesters School
42d,3636,14,St Sylvesters School
155,185,28,St Teresa's Place
4,185,28,St Teresa's Place
83,185,28,St Teresa's Place
83a,185,28,St Teresa's Place
9,185,28,St Teresa's Place
116,2070,37,St Thomas Road
118,2070,37,St Thomas Road
145,2070,37,St Thomas Road
150,1438,8,St Thomas Road
155,2070,37,St Thomas Road
46a,2070,37,St Thomas Road
46e,2070,37,St Thomas Road
47,2070,37,St Thomas Road
7b,2070,37,St Thomas Road
7d,2070,37,St Thomas Road
27x,2088,60,St Vincent's Hosp
4,422,19,St Vincent's Hosp
4,478,58,St Vincent's Hosp
47,2088,60,St Vincent's Hosp
7,422,19,St Vincent's Hosp
7,478,58,St Vincent's Hosp
7a,422,19,St Vincent's Hosp
7a,478,58,St Vincent's Hosp
7d,2088,60,St Vincent's Hosp
7d,478,58,St Vincent's Hosp
84a,478,58,St Vincent's Hosp
84,4226,66,St Vincent's Road
84,4281,26,St Vincent's Road
84x,4281,26,St Vincent's Road
140,1507,29,St Vincent's School
140,1537,18,St Vincent's School
40,1507,29,St Vincent's School
40,1537,18,St Vincent's School
40b,1507,29,St Vincent's School
40b,1537,18,St Vincent's School
40d,1507,29,St Vincent's School
40d,1537,18,St Vincent's School
27a,958,3,St. Donagh's
49,2388,7,St. Kevin's Parade
54a,2388,7,St. Kevin's Parade
44,4094,81,St. Mary’s Church
44,4115,3,St. Mary’s Church
40d,7224,17,Stadium Business Pk
40d,7237,28,Stadium Business Pk
83,2492,1,Stannaway Ave
83a,2492,1,Stannaway Ave
83,2487,60,Stannaway Road
83,2494,6,Stannaway Road
83a,2487,60,Stannaway Road
83a,2494,6,Stannaway Road
1,372,13,Star of the Sea
1,389,41,Star of the Sea
47,372,13,Star of the Sea
47,389,41,Star of the Sea
27,4699,79,Stardust Memorial Pk
27x,4699,79,Stardust Memorial Pk
44b,3515,2,Stars of Erin GAA
145,3138,68,Station Road
145,3141,14,Station Road
155,3138,68,Station Road
155,3141,14,Station Road
33,3764,52,Station Road
33,3854,47,Station Road
33x,3764,52,Station Road
33x,3854,47,Station Road
7d,3141,14,Station Road
84,3138,68,Station Road
84,3141,14,Station Road
84a,3138,68,Station Road
84a,3141,14,Station Road
123,1941,26,Steeven's Lane
13,1941,26,Steeven's Lane
40,1941,26,Steeven's Lane
11,40,20,Stella Avenue
155,40,20,Stella Avenue
4,40,20,Stella Avenue
9,40,20,Stella Avenue
31a,704,17,Stella Maris Convent
31a,710,57,Stella Maris Convent
31a,711,58,Stella Maris Convent
31b,704,17,Stella Maris Convent
31b,710,57,Stella Maris Convent
31b,711,58,Stella Maris Convent
118,3484,18,Stepaside Lane
44,3474,65,Stepaside Lane
44,3484,18,Stepaside Lane
11,842,29,Stephen's Green East
142,843,57,Stephen's Green East
145,842,29,Stephen's Green East
155,842,29,Stephen's Green East
32x,842,29,Stephen's Green East
37,843,57,Stephen's Green East
41x,842,29,Stephen's Green East
44,843,57,Stephen's Green East
46a,842,29,Stephen's Green East
61,843,57,Stephen's Green East
757,842,29,Stephen's Green East
7b,842,29,Stephen's Green East
7d,842,29,Stephen's Green East
84x,844,3,Stephen's Green East
25x,791,21,Stephen's Green Nth
32x,790,15,Stephen's Green Nth
41x,790,15,Stephen's Green Nth
66x,791,21,Stephen's Green Nth
67x,791,21,Stephen's Green Nth
68,1373,21,Stephen's Road
68a,1373,21,Stephen's Road
116,2011,32,Stillorgan College
47,2011,32,Stillorgan College
7b,7584,26,Stillorgan Grove
7d,7584,26,Stillorgan Grove
11,447,14,Stillorgan Luas
11,7057,39,Stillorgan Luas
116,447,14,Stillorgan Luas
116,7057,39,Stillorgan Luas
47,447,14,Stillorgan Luas
47,7057,39,Stillorgan Luas
145,4571,49,Stillorgan Park
155,4571,49,Stillorgan Park
46a,4571,49,Stillorgan Park
46e,3345,28,Stillorgan Park
7b,3345,28,Stillorgan Park
7d,3345,28,Stillorgan Park
84x,4571,49,Stillorgan Park
116,461,34,Stillorgan Pk Hotel
118,461,34,Stillorgan Pk Hotel
145,461,34,Stillorgan Pk Hotel
155,461,34,Stillorgan Pk Hotel
46a,461,34,Stillorgan Pk Hotel
46e,461,34,Stillorgan Pk Hotel
47,461,34,Stillorgan Pk Hotel
7b,461,34,Stillorgan Pk Hotel
7d,461,34,Stillorgan Pk Hotel
116,2012,33,Stillorgan SC
116,3321,19,Stillorgan SC
116,3322,34,Stillorgan SC
47,2012,33,Stillorgan SC
47,2066,20,Stillorgan SC
47,3321,19,Stillorgan SC
47,3322,34,Stillorgan SC
33,3672,32,Stockhole Lane
33,3699,22,Stockhole Lane
41,3672,32,Stockhole Lane
41,3699,22,Stockhole Lane
41a,3699,22,Stockhole Lane
41b,3672,32,Stockhole Lane
41b,3699,22,Stockhole Lane
41c,3672,32,Stockhole Lane
41c,3699,22,Stockhole Lane
15b,6277,46,Stocking Avenue
15b,6288,4,Stocking Avenue
15b,6341,45,Stocking Hill
15b,6342,5,Stocking Hill
15b,6339,42,Stocking Lane
15b,6278,47,Stocking Wood
15b,6287,3,Stocking Wood
38,4902,32,Stockton Green
145,3139,69,Stonebridge Close
145,3140,13,Stonebridge Close
155,3139,69,Stonebridge Close
155,3140,13,Stonebridge Close
84,3139,69,Stonebridge Close
84,3140,13,Stonebridge Close
84a,3139,69,Stonebridge Close
84a,3140,13,Stonebridge Close
39a,6109,64,Stonebridge Road
39a,6112,11,Stonebridge Road
39x,6109,64,Stonebridge Road
39x,6112,11,Stonebridge Road
16,2971,74,Stonemasons Way
37,1648,31,Stoneybatter
37,1714,45,Stoneybatter
39,1648,31,Stoneybatter
39,1714,45,Stoneybatter
39a,1648,31,Stoneybatter
39a,1714,45,Stoneybatter
70,1648,31,Stoneybatter
70,1714,45,Stoneybatter
11,32,63,Stormanstown Road
4,3115,5,Stradbrook Road
4,3163,84,Stradbrook Road
84,3115,5,Stradbrook Road
84,3163,84,Stradbrook Road
84a,3115,5,Stradbrook Road
84a,3163,84,Stradbrook Road
66,3918,2,Straffan Road
66e,3918,2,Straffan Road
66x,3918,2,Straffan Road
67,3918,2,Straffan Road
1,2804,17,Strand Road
1,4451,34,Strand Road
31a,680,68,Strand Road
31b,680,68,Strand Road
32,3593,8,Strand Road
47,2804,17,Strand Road
47,4451,34,Strand Road
33,3797,83,Strand Street
33,3820,17,Strand Street
33x,3797,83,Strand Street
33x,3820,17,Strand Street
130,617,47,Strandville Avenue
14,617,47,Strandville Avenue
14c,617,47,Strandville Avenue
15,617,47,Strandville Avenue
27,617,47,Strandville Avenue
27a,617,47,Strandville Avenue
27b,617,47,Strandville Avenue
29a,617,47,Strandville Avenue
31,617,47,Strandville Avenue
31a,617,47,Strandville Avenue
31b,617,47,Strandville Avenue
32,617,47,Strandville Avenue
42,617,47,Strandville Avenue
43,617,47,Strandville Avenue
53,617,47,Strandville Avenue
53,2257,12,Strangford Rd East
25b,7118,38,Stratton Grove
25d,7118,38,Stratton Grove
43,3649,37,Streamstown
43,3660,16,Streamstown
42,3578,38,Streamstown Lane
42,3646,30,Streamstown Lane
123,1371,19,Suir Road
68,1371,19,Suir Road
68a,1371,19,Suir Road
123,1454,31,Suir Road Luas
123,1468,17,Suir Road Luas
123,4509,34,Summerhill
53a,4509,34,Summerhill
123,499,35,Summerhill Parade
123,511,14,Summerhill Parade
70,3339,8,Summerseat Court
70d,3339,8,Summerseat Court
140,1022,41,Summerville Park
142,1022,41,Summerville Park
83,2497,9,Sundrive Park
83a,2497,9,Sundrive Park
83,2485,58,Sundrive Road
83a,2485,58,Sundrive Road
11,848,33,Sussex Road
116,848,33,Sussex Road
145,848,33,Sussex Road
155,848,33,Sussex Road
32x,848,33,Sussex Road
41x,848,33,Sussex Road
46a,848,33,Sussex Road
7b,848,33,Sussex Road
7d,848,33,Sussex Road
84x,848,33,Sussex Road
31a,686,74,Sutton Castle
31b,686,74,Sutton Castle
31,550,39,Sutton Cross
31,585,18,Sutton Cross
31a,550,39,Sutton Cross
31a,585,18,Sutton Cross
31b,585,18,Sutton Cross
31a,690,4,Sutton Dinghy Club
31b,690,4,Sutton Dinghy Club
31,546,35,Sutton Park
31,588,21,Sutton Park
31a,546,35,Sutton Park
31a,588,21,Sutton Park
31b,546,35,Sutton Park
31b,588,21,Sutton Park
31d,546,35,Sutton Park
31d,588,21,Sutton Park
32,546,35,Sutton Park
32,588,21,Sutton Park
32x,546,35,Sutton Park
32x,588,21,Sutton Park
31a,685,73,Sutton Park School
31b,685,73,Sutton Park School
14,1069,75,Swan Centre
14,1076,12,Swan Centre
140,1069,75,Swan Centre
140,1076,12,Swan Centre
142,1069,75,Swan Centre
142,1076,12,Swan Centre
14c,1069,75,Swan Centre
15,1069,75,Swan Centre
15,1076,12,Swan Centre
15a,1069,75,Swan Centre
15a,1076,12,Swan Centre
15b,1069,75,Swan Centre
15b,1076,12,Swan Centre
15d,1069,75,Swan Centre
15d,1076,12,Swan Centre
65,1069,75,Swan Centre
65,1076,12,Swan Centre
65b,1069,75,Swan Centre
65b,1076,12,Swan Centre
83,1069,75,Swan Centre
83,1076,12,Swan Centre
83a,1069,75,Swan Centre
83a,1076,12,Swan Centre
27,2669,89,Swiftbrook Avenue
27,4645,4,Swiftbrook Avenue
122,833,11,Swilly Road
33,3711,48,Swords Castle
41,3711,48,Swords Castle
41c,3711,48,Swords Castle
43,3711,48,Swords Castle
33,3678,45,Swords Main Street
33,3691,16,Swords Main Street
41,3690,7,Swords Main Street
41a,3690,7,Swords Main Street
41b,3690,7,Swords Main Street
41c,3678,45,Swords Main Street
41c,3691,16,Swords Main Street
43,3690,7,Swords Main Street
41,5044,1,Swords Park
41,7189,51,Swords Park
41x,7116,17,Swords Park
43,5044,1,Swords Park
43,7189,51,Swords Park
41,5074,37,Swords Pavilions
41,5079,16,Swords Pavilions
41a,5079,16,Swords Pavilions
41b,5074,37,Swords Pavilions
41,4330,46,Swords Pavilions SC
41,6117,8,Swords Pavilions SC
41a,6117,8,Swords Pavilions SC
41b,4330,46,Swords Pavilions SC
43,4330,46,Swords Pavilions SC
43,6117,8,Swords Pavilions SC
1,220,18,Swords Road
16,220,18,Swords Road
16,5053,30,Swords Road
16c,5053,30,Swords Road
33,220,18,Swords Road
33,5053,30,Swords Road
41,220,18,Swords Road
41,5053,30,Swords Road
41a,5053,30,Swords Road
41b,220,18,Swords Road
41b,5053,30,Swords Road
41c,220,18,Swords Road
41c,5053,30,Swords Road
29a,650,23,Sybil Hill Avenue
29a,659,26,Sybil Hill Avenue
116,2068,35,Sycamore Cresent
116,435,47,Sycamore Cresent
118,2068,35,Sycamore Cresent
145,2068,35,Sycamore Cresent
145,435,47,Sycamore Cresent
155,2068,35,Sycamore Cresent
155,435,47,Sycamore Cresent
46a,2068,35,Sycamore Cresent
46a,435,47,Sycamore Cresent
46e,2068,35,Sycamore Cresent
47,2068,35,Sycamore Cresent
47,435,47,Sycamore Cresent
7b,2068,35,Sycamore Cresent
7b,435,47,Sycamore Cresent
7d,2068,35,Sycamore Cresent
7d,435,47,Sycamore Cresent
37,1681,13,Sycamore Drive
37,4520,48,Sycamore Drive
83,4890,59,Sycamore Park
83a,4890,59,Sycamore Park
9,4890,59,Sycamore Park
83,134,58,Sycamore Road
83,6273,11,Sycamore Road
83a,134,58,Sycamore Road
83a,6273,11,Sycamore Road
9,4377,64,Sycamore Road
9,6273,11,Sycamore Road
56a,2766,16,Sylvan Close
56a,2737,38,Sylvan Drive
16,1287,44,Synge Street
32x,3574,42,Talbot Road
42,3574,42,Talbot Road
130,620,44,Talbot Street
130,621,45,Talbot Street
27a,620,44,Talbot Street
29a,620,44,Talbot Street
29a,621,45,Talbot Street
31,620,44,Talbot Street
31,621,45,Talbot Street
31a,620,44,Talbot Street
31a,621,45,Talbot Street
31b,620,44,Talbot Street
31b,621,45,Talbot Street
32,620,44,Talbot Street
32,621,45,Talbot Street
32x,621,45,Talbot Street
747,620,44,Talbot Street
27,4640,37,Tallaght Hospital
27,4646,50,Tallaght Hospital
54a,4640,37,Tallaght Hospital
54a,4646,50,Tallaght Hospital
65,4640,37,Tallaght Hospital
65,4646,50,Tallaght Hospital
77a,4640,37,Tallaght Hospital
77a,4646,50,Tallaght Hospital
27,2622,5,Tallaght Leisure
56a,2622,5,Tallaght Leisure
27,4348,49,Tallaght Luas
49,4348,49,Tallaght Luas
54a,4348,49,Tallaght Luas
65,4348,49,Tallaght Luas
77a,4348,49,Tallaght Luas
54a,2551,29,Tallaght Road
65,2551,29,Tallaght Road
